"Trial","Distance","PacketLossPct","DfsEvent","Timestamp"
"68","0-15","0","False","2026-08-06T14:11:07.9368641+02:00"
"69","0-15","0","False","2026-08-06T14:11:40.3627154+02:00"
"70","0-15","3,33333","False","2026-08-06T14:12:11.9042256+02:00"
"71","0-15","36,6667","True","2026-08-06T14:12:45.1859088+02:00"
"72","0-15","3,33333","False","2026-08-06T14:13:16.6440735+02:00"
"73","0-15","0","False","2026-08-06T14:13:48.9133215+02:00"
"74","0-15","0","False","2026-08-06T14:14:19.4161148+02:00"
"75","0-15","0","False","2026-08-06T14:14:51.8206898+02:00"
"76","0-15","0","False","2026-08-06T14:15:22.3677861+02:00"
"77","0-15","0","False","2026-08-06T14:15:55.2846281+02:00"
"78","0-15","3,33333","False","2026-08-06T14:16:26.9058060+02:00"
"79","0-15","0","False","2026-08-06T14:16:59.0440785+02:00"
"80","0-15","0","False","2026-08-06T14:17:29.6465511+02:00"
"81","0-15","0","False","2026-08-06T14:18:02.0892796+02:00"
"82","0-15","0","False","2026-08-06T14:18:32.5843265+02:00"
"83","0-15","0","False","2026-08-06T14:19:04.9881839+02:00"
"84","0-15","0","False","2026-08-06T14:19:35.4630843+02:00"
"85","0-15","0","False","2026-08-06T14:20:07.8057853+02:00"
"86","0-15","0","False","2026-08-06T14:20:38.2852706+02:00"
"87","0-15","0","False","2026-08-06T14:21:11.0014360+02:00"
"88","0-15","0","False","2026-08-06T14:21:41.5982267+02:00"
"89","0-15","0","False","2026-08-06T14:22:14.2992468+02:00"
"90","0-15","0","False","2026-08-06T14:22:44.8705798+02:00"
"91","0-15","33,3333","True","2026-08-06T14:23:18.5019280+02:00"
"92","0-15","0","False","2026-08-06T14:23:49.1767033+02:00"
"93","0-15","0","False","2026-08-06T14:24:21.5876745+02:00"
"94","0-15","0","False","2026-08-06T14:24:52.2546169+02:00"
"95","0-15","0","False","2026-08-06T14:25:24.9205888+02:00"
"96","0-15","0","False","2026-08-06T14:25:55.5474752+02:00"
"97","0-15","0","False","2026-08-06T14:26:28.2078808+02:00"
"98","0-15","0","False","2026-08-06T14:26:58.8076677+02:00"
"99","0-15","0","False","2026-08-06T14:27:31.4729287+02:00"
"100","0-15","0","False","2026-08-06T14:28:02.0862603+02:00"
